Year,Export Amount,Export Value
2012,41.8,مليون دولار
2013,45.1,مليون دولار
2014,49.9,مليون دولار
2015,49.9,مليون دولار
2016,42.6,مليون دولار
2017,69.3,مليون دولار
2018,79.1,مليون دولار
2019,74.1,مليون دولار
2020,69.4,مليون دولار
2021,93.1,مليون دولار
2022,17.8,مليون دولار
